term,term_label,layperson
http://purl.obolibrary.org/obo/HP_0100466,Patchy sclerosis of the proximal phalanx of the 5th toe,Uneven increase in bone density in the innermost bone of the little toe
http://purl.obolibrary.org/obo/HP_0010431,Short phalanx of the 2nd toe,Short 2nd toe bone
http://purl.obolibrary.org/obo/HP_0007840,Long upper eyelashes,Long upper eyelashes
http://purl.obolibrary.org/obo/HP_0006456,Irregular proximal tibial epiphyses,Irregular innermost shankbone end part
http://purl.obolibrary.org/obo/HP_0002689,Absent paranasal sinuses,Missing paranasal sinuses
http://purl.obolibrary.org/obo/HP_0000164,Abnormality of the dentition,Abnormal dentition
http://purl.obolibrary.org/obo/HP_0001816,Thin nail,Thin nails
http://purl.obolibrary.org/obo/HP_0011885,Hemorrhage of the eye,Bleeding from the eye
http://purl.obolibrary.org/obo/HP_0009631,Bullet-shaped proximal phalanx of the thumb,Bullet-shaped innermost thumb bone
http://purl.obolibrary.org/obo/HP_0006339,Conical mandibular incisor,Cone shaped lower front tooth
http://purl.obolibrary.org/obo/HP_0009648,Triangular shaped distal phalanx of the thumb,Triangular shaped outermost bone of the thumb
http://purl.obolibrary.org/obo/HP_0012372,Abnormal eye morphology,Abnormal eye structure
http://purl.obolibrary.org/obo/HP_0000230,Gingivitis,Red and swollen gums
http://purl.obolibrary.org/obo/HP_0004112,Midline nasal groove,Central nasal groove
http://purl.obolibrary.org/obo/HP_0000535,Sparse and thin eyebrow,Sparse and thin eyebrow
http://purl.obolibrary.org/obo/HP_0100102,Cone-shaped epiphysis of the distal phalanx of the 2nd toe,Cone-shaped end part of the outermost bone of the 2nd toe
http://purl.obolibrary.org/obo/HP_0100229,Irregular epiphysis of the proximal phalanx of the 5th toe,Irregular end part of the innermost bone of the little toe
http://purl.obolibrary.org/obo/HP_0410326,Feather allergy,Feather allergy
http://purl.obolibrary.org/obo/HP_0010010,Abnormality of the 2nd metacarpal,Abnormality of the 2nd long bone of hand
http://purl.obolibrary.org/obo/HP_0000215,Thick upper lip vermilion,Full upper lip
http://purl.obolibrary.org/obo/HP_0000834,Abnormality of the adrenal glands,Adrenal abnormalities
http://purl.obolibrary.org/obo/HP_0010321,Abnormality of the 4th toe,Abnormality of the 4th toe
http://purl.obolibrary.org/obo/HP_0009468,Deviation of the 2nd finger,Displaced index finger
http://purl.obolibrary.org/obo/HP_0002374,Diminished movement,Diminished movement
http://purl.obolibrary.org/obo/HP_0012415,Abnormal blood gas level,Abnormal blood gas level
http://purl.obolibrary.org/obo/HP_0000653,Sparse eyelashes,Scant eyelashes
http://purl.obolibrary.org/obo/HP_0009618,Abnormality of the proximal phalanx of the thumb,Abnormal innermost thumb bone
http://purl.obolibrary.org/obo/HP_0009700,Finger symphalangism,Fused finger bones
http://purl.obolibrary.org/obo/HP_0040173,Abnormality of the tongue muscle,Abnormality of the tongue muscle
http://purl.obolibrary.org/obo/HP_0000079,Abnormality of the urinary system,Urinary tract abnormality
http://purl.obolibrary.org/obo/HP_0005198,Stiff interphalangeal joints,Stiff hinge joints
http://purl.obolibrary.org/obo/HP_0003090,Hypoplasia of the capital femoral epiphysis,Small innermost thighbone end part
http://purl.obolibrary.org/obo/HP_0000159,Abnormal lip morphology,Abnormal lip
http://purl.obolibrary.org/obo/HP_0008390,Recurrent loss of toenails and fingernails,Recurrent loss of toenails and fingernails
http://purl.obolibrary.org/obo/HP_0008063,Aplasia/Hypoplasia of the lens,Absent/small lens
http://purl.obolibrary.org/obo/HP_0010009,Abnormality of the 1st metacarpal,Abnormality of the 1st long bone of hand
http://purl.obolibrary.org/obo/HP_0002322,Resting tremor,Tremor at rest
http://purl.obolibrary.org/obo/HP_0004563,Increased spinal bone density,Increased density of spinal bone
http://purl.obolibrary.org/obo/HP_0009771,Osteolytic defects of the phalanges of the hand,Breakdown of small bones of fingers
http://purl.obolibrary.org/obo/HP_0100875,Hemimacroglossia,Increased size of half of the tongue
http://purl.obolibrary.org/obo/HP_0006209,Partial-complete absence of 5th phalanges,Partial-complete absence of 5th digital bone
http://purl.obolibrary.org/obo/HP_0008061,Aplasia/Hypoplasia of the retina,Absent/underdeveloped retina
http://purl.obolibrary.org/obo/HP_0005244,Gastrointestinal infarctions,Death of digestive organ tissue due to poor blood supply
http://purl.obolibrary.org/obo/HP_0009198,Abnormality of the epiphysis of the distal phalanx of the 5th finger,Abnormality of end part of the outermost bone of the little finger
http://purl.obolibrary.org/obo/HP_0100810,Pointed helix,Spock's ear
http://purl.obolibrary.org/obo/HP_0001501,6 metacarpals,6 long bones of hand
http://purl.obolibrary.org/obo/HP_0100082,Irregular epiphyses of the 5th toe,Irregular end part of the pinkie toe bone
http://purl.obolibrary.org/obo/HP_0010639,Elevated alkaline phosphatase of bone origin,Elevated alkaline phosphatase of bone origin
http://purl.obolibrary.org/obo/HP_0011229,Broad eyebrow,Broad eyebrow
http://purl.obolibrary.org/obo/HP_0100233,Stippling of the epiphysis of the proximal phalanx of the 5th toe,Speckled calcifications in the end part of the innermost bone of the pinky toe
http://purl.obolibrary.org/obo/HP_0000455,Broad nasal tip,Increased width of tip of nose
http://purl.obolibrary.org/obo/HP_0000506,Telecanthus,Corners of eye widely separated
http://purl.obolibrary.org/obo/HP_0009374,Broad phalanges of the 5th finger,Broad pinkie finger bones
http://purl.obolibrary.org/obo/HP_0010376,Patchy sclerosis of 4th toe phalanx,Uneven increase in bone density in 4th toe bone
http://purl.obolibrary.org/obo/HP_0010452,Ectopia of the spleen,Abnormal spleen location
http://purl.obolibrary.org/obo/HP_0010781,Skin dimple,Skin dimples
http://purl.obolibrary.org/obo/HP_0004768,Sparse anterior scalp hair,Thin scalp hair at front of head
http://purl.obolibrary.org/obo/HP_0009968,Partial duplication of the distal phalanx of the 3rd finger,Notched outermost bone of the middle finger
http://purl.obolibrary.org/obo/HP_0002290,Poliosis,Patch of white hair
http://purl.obolibrary.org/obo/HP_0001377,Limited elbow extension,Restricted elbow extension
http://purl.obolibrary.org/obo/HP_0009512,Triangular epiphysis of the distal phalanx of the 2nd finger,Triangular end part of the outermost bone of the index finger
http://purl.obolibrary.org/obo/HP_0006962,"Gait instability, worse in the dark","Unstable walking, worse in the dark"
http://purl.obolibrary.org/obo/HP_0002087,Abnormality of the upper respiratory tract,Abnormality of the upper respiratory tract
http://purl.obolibrary.org/obo/HP_0001875,Neutropenia,Low blood neutrophil count
http://purl.obolibrary.org/obo/HP_0000658,Eyelid apraxia,Difficulty opening the eyelids
http://purl.obolibrary.org/obo/HP_0009641,Aplasia/Hypoplasia of the distal phalanx of the thumb,Absent/small outermost thumb bone
http://purl.obolibrary.org/obo/HP_0200119,Acute hepatitis,Acute liver inflammation
http://purl.obolibrary.org/obo/HP_0010488,Aplasia/Hypoplasia of the palmar creases,Absent/underdeveloped palm crease
http://purl.obolibrary.org/obo/HP_0002301,Hemiplegia,Paralysis on one side of body
http://purl.obolibrary.org/obo/HP_0000085,Horseshoe kidney,Horseshoe kidney
http://purl.obolibrary.org/obo/HP_0000486,Strabismus,Squint
http://purl.obolibrary.org/obo/HP_0000224,Hypogeusia,Decreased taste
http://purl.obolibrary.org/obo/HP_0010359,Aplasia/Hypoplasia of the phalanges of the 3rd toe,Absent/underdeveloped bones of 3rd toe
http://purl.obolibrary.org/obo/HP_0009251,Bracket epiphysis of the distal phalanx of the 4th finger,Bracket shaped end part of the outermost bone of the ring finger
http://purl.obolibrary.org/obo/HP_0010721,Abnormal hair whorl,Abnormal hair whorls
http://purl.obolibrary.org/obo/HP_0000048,Bifid scrotum,Cleft of scrotum
http://purl.obolibrary.org/obo/HP_0009945,Duplication of phalanx of 2nd finger,Duplication of the bones of index finger
http://purl.obolibrary.org/obo/HP_0006477,Abnormality of the alveolar ridges,Abnormality of gum ridge
http://purl.obolibrary.org/obo/HP_0010788,Testicular neoplasm,Testicular tumor
http://purl.obolibrary.org/obo/HP_0000883,Thin ribs,Slender ribs
http://purl.obolibrary.org/obo/HP_0033696,Pseudo-chilblain,COVID toe
http://purl.obolibrary.org/obo/HP_0100447,Curved proximal phalanx of the 4th toe,Curved innermost bone of the 4th toe
http://purl.obolibrary.org/obo/HP_0005191,Congenital knee dislocation,Dislocated knee since birth
http://purl.obolibrary.org/obo/HP_0003138,Increased blood urea nitrogen,Increased blood urea nitrogen
http://purl.obolibrary.org/obo/HP_0005281,Hypoplastic nasal bridge,Decreased size of nasal bridge
http://purl.obolibrary.org/obo/HP_0003202,Skeletal muscle atrophy,Muscle wasting
http://purl.obolibrary.org/obo/HP_0002665,Lymphoma,Cancer of lymphatic system
http://purl.obolibrary.org/obo/HP_0004372,Reduced consciousness/confusion,Reduced consciousness/confusion
http://purl.obolibrary.org/obo/HP_0002653,Bone pain,Bone pain
http://purl.obolibrary.org/obo/HP_0001947,Renal tubular acidosis,Accumulation of acid in body due to kidney problem
http://purl.obolibrary.org/obo/HP_0030221,Sweet craving,Sweet craving
http://purl.obolibrary.org/obo/HP_0004523,Long eyebrows,Long eyebrows
http://purl.obolibrary.org/obo/HP_0003854,Sclerosis of metaphyses of the upper limbs,Increased bone density in wide portion of the upper limb bones
http://purl.obolibrary.org/obo/HP_0010081,Patchy sclerosis of the distal phalanx of the hallux,Uneven increase in bone density in the outermost bone of big toe
http://purl.obolibrary.org/obo/HP_0003971,Broad forearm bones,Wide forearm bones
http://purl.obolibrary.org/obo/HP_0100389,Short distal phalanx of the 3rd toe,Short outermost bone of the 3rd toe
http://purl.obolibrary.org/obo/HP_0010257,Absent epiphyses of the middle phalanges of the hand,Absent end part of the middle hand bones
http://purl.obolibrary.org/obo/HP_0000078,Abnormality of the genital system,Genital abnormality
http://purl.obolibrary.org/obo/HP_0100205,Enlarged epiphysis of the distal phalanx of the 5th toe,Enlarged end part of the outermost bone of the little toe
http://purl.obolibrary.org/obo/HP_0010418,Patchy sclerosis of the distal phalanx of the 2nd toe,Uneven increase in bone density in the outermost bone of the 2nd toe
http://purl.obolibrary.org/obo/HP_0001238,Slender finger,Slender finger
http://purl.obolibrary.org/obo/HP_0010750,Dermatochalasis,Baggy eyes
http://purl.obolibrary.org/obo/HP_0040090,Abnormality of the tympanic membrane,Abnormality of the eardrum
http://purl.obolibrary.org/obo/HP_0000154,Wide mouth,Wide mouth
http://purl.obolibrary.org/obo/HP_0001805,Onychogryposis,Thickened nails
http://purl.obolibrary.org/obo/HP_0000647,Sclerocornea,Hardening of skin and connective tissue
http://purl.obolibrary.org/obo/HP_0000859,Hyperaldosteronism,Increased aldosterone
http://purl.obolibrary.org/obo/HP_0010342,Abnormality of the phalanges of the 5th toe,Abnormality of the little toe bones
http://purl.obolibrary.org/obo/HP_0001034,Hypermelanotic macule,Hyperpigmented spots
http://purl.obolibrary.org/obo/HP_0000269,Prominent occiput,Prominent back of the skull
http://purl.obolibrary.org/obo/HP_0500150,Hypoglutamatemia,Low blood glutamate levels
http://purl.obolibrary.org/obo/HP_0011063,Abnormality of incisor morphology,Abnormality of shape of incisor
http://purl.obolibrary.org/obo/HP_0002624,Abnormal venous morphology,Abnormal vein
http://purl.obolibrary.org/obo/HP_0001357,Plagiocephaly,Flattening of skull
http://purl.obolibrary.org/obo/HP_0012802,Broad jaw,Wide jaw
http://purl.obolibrary.org/obo/HP_0011123,Inflammatory abnormality of the skin,Skin inflammation
http://purl.obolibrary.org/obo/HP_0003189,Long nose,Increased nasal length
http://purl.obolibrary.org/obo/HP_0010645,Aplasia of the distal phalanges of the toes,Absent outermost bone of the toes
http://purl.obolibrary.org/obo/HP_0012297,Slender proximal phalanx of finger,Slender innermost bone of finger
http://purl.obolibrary.org/obo/HP_0000989,Pruritus,Itchy skin
http://purl.obolibrary.org/obo/HP_3000019,Abnormality of buccal mucosa,Abnormality of inside lining of cheek
http://purl.obolibrary.org/obo/HP_0003124,Hypercholesterolemia,Increased total cholesterol
http://purl.obolibrary.org/obo/HP_0008768,Inappropriate sexual behavior,Inappropriate sexual behavior
http://purl.obolibrary.org/obo/HP_0100451,Curved distal phalanx of the 5th toe,Curved outermost bone of the pinkie toe
http://purl.obolibrary.org/obo/HP_0001155,Abnormality of the hand,Abnormal hands
http://purl.obolibrary.org/obo/HP_0010028,Bullet-shaped 1st metacarpal,Bullet-shaped 1st long bone of hand
http://purl.obolibrary.org/obo/HP_0003003,Colon cancer,Colon cancer
http://purl.obolibrary.org/obo/HP_0100907,Sclerosis of the middle phalanx of the 5th finger,Increased bone density in the middle bone of the pinky finger
http://purl.obolibrary.org/obo/HP_0002067,Bradykinesia,Slowness of movements
http://purl.obolibrary.org/obo/HP_0040189,Scaling skin,scaly skin
http://purl.obolibrary.org/obo/HP_0011450,Unusual CNS infection,Central nervous system infection
http://purl.obolibrary.org/obo/HP_0100423,Partial duplication of the proximal phalanx of the 4th toe,Partial duplication of the innermost bone of 4th toe
http://purl.obolibrary.org/obo/HP_0410022,Vaginal fish odor,Vaginal fish odour
http://purl.obolibrary.org/obo/HP_0012127,Uraciluria,High urine uracil levels
http://purl.obolibrary.org/obo/HP_0003193,Allergic rhinitis,Hay fever
http://purl.obolibrary.org/obo/HP_0003085,Long fibula,Long calf bone
http://purl.obolibrary.org/obo/HP_0009568,Aplasia/Hypoplasia of the middle phalanx of the 2nd finger,Absent/small middle index finger bone
http://purl.obolibrary.org/obo/HP_0000473,Torticollis,Wry neck
http://purl.obolibrary.org/obo/HP_0002216,Premature graying of hair,Premature graying
http://purl.obolibrary.org/obo/HP_0001799,Short nail,Short nails
http://purl.obolibrary.org/obo/HP_0000612,Iris coloboma,Cat eye
http://purl.obolibrary.org/obo/HP_0008245,Pituitary hypothyroidism,Low thyroid gland function due to abnormal pituitary gland
http://purl.obolibrary.org/obo/HP_0005290,Internal carotid artery hypoplasia,Small internal carotid artery
http://purl.obolibrary.org/obo/HP_0011800,Midface retrusion,Underdevelopment of midface
http://purl.obolibrary.org/obo/HP_0001238,Slender finger,Narrow fingers
http://purl.obolibrary.org/obo/HP_0008765,Auditory hallucinations,Hallucinations of sound
http://purl.obolibrary.org/obo/HP_0010241,Short proximal phalanx of finger,Short proximal phalanx of finger
http://purl.obolibrary.org/obo/HP_0010414,Broad distal phalanx of the 2nd toe,Broad outermost bone of the 2nd toe
http://purl.obolibrary.org/obo/HP_0004372,Reduced consciousness/confusion,Disturbances of consciousness
http://purl.obolibrary.org/obo/HP_0009559,Bullet-shaped distal phalanx of the 2nd finger,Bullet-shaped outermost bone of the index finger
http://purl.obolibrary.org/obo/HP_0002981,Abnormality of the calf,Abnormality of the calf
http://purl.obolibrary.org/obo/HP_0100555,Asymmetric growth,Uneven or disproportionate growth of one body part compared to another
http://purl.obolibrary.org/obo/HP_0009067,Progressive spinal muscular atrophy,Progressive spinal muscle degeneration
http://purl.obolibrary.org/obo/HP_0000065,Labial hypertrophy,Enlargement of the vaginal lips
http://purl.obolibrary.org/obo/HP_0012828,Severe,Severe
http://purl.obolibrary.org/obo/HP_0001528,Hemihypertrophy,Asymmetric overgrowth
http://purl.obolibrary.org/obo/HP_0000750,Delayed speech and language development,Language development deficit
