## IMPORTANT
# THIS FILE HAS BEEN GENERATED BY THE BERLIN-HPO-TEAM (SEBASTIAN, SANDRA, PETER) IN 2009!! FREE FOR ACADEMIC USE. USE AT OWN RISK!!

Orphanet-I	Maps to HPO-ID	Type	Orphanet Name	HPO-Name	Curator Berlin	Comments Berlin	Curator Paris	Comments Paris	Method	STATISTICS

										Number unique Orphanet IDs (col B):
id_signe_15640	HP:0000768	EQUIV	Pectus carinatum	Pectus carinatum	sdoelken	# good mapping			Distance de Levenshtein	1361
										Number of unique HPO-IDs (col C):
										1157
id_signe_16330	HP:0008481	EQUIV	Odontoid hypoplasia	Mild odontoid hypoplasia	sdoelken	# good mapping			I-Sub distance	% done:
										85.01
id_signe_3220	HP:0000276	EQUIV	Long face	Long face	sdoelken	# good mapping			Distance de Levenshtein
id_signe_3220	HP:0000276	EQUIV	Long face	Long face	sdoelken	# good mapping			I-Sub distance

id_signe_3260	HP:0000274	EQUIV	Small face	Small face	sdoelken	# good mapping			Distance de Levenshtein
id_signe_3260	HP:0000274	EQUIV	Small face	Small face	sdoelken	# good mapping			I-Sub distance

id_signe_3320	HP:0000316	EQUIV	Hypertelorism	Hypertelorism	sdoelken	# good mapping			Distance de Levenshtein
id_signe_3320	HP:0000316	EQUIV	Hypertelorism	Hypertelorism	sdoelken	# good mapping			I-Sub distance

id_signe_33250	HP:0002097	EQUIV	Emphysema	Emphysema	sdoelken	# good mapping			Distance de Levenshtein
id_signe_33250	HP:0002097	EQUIV	Emphysema	Emphysema	sdoelken	# good mapping			I-Sub distance

id_signe_3340	HP:0000601	EQUIV	Hypotelorism	Hypotelorism	sdoelken	# good mapping			Distance de Levenshtein
id_signe_3340	HP:0000601	EQUIV	Hypotelorism	Hypotelorism	sdoelken	# good mapping			I-Sub distance

id_signe_33450	HP:0002105	EQUIV	Hemoptysis	Hemoptysis	sdoelken	# good mapping			Distance de Levenshtein
id_signe_33450	HP:0002105	EQUIV	Hemoptysis	Hemoptysis	sdoelken	# good mapping			I-Sub distance

id_signe_33650	HP:0002092	EQUIV	Pulmonary hypertension	Pulmonary hypertension	sdoelken	# good mapping			Distance de Levenshtein
id_signe_33650	HP:0002092	EQUIV	Pulmonary hypertension	Pulmonary hypertension	sdoelken	# good mapping			I-Sub distance

id_signe_34200	HP:0001640	EQUIV	Cardiomegaly	Cardiomegaly	sdoelken	# good mapping			Distance de Levenshtein
id_signe_34200	HP:0001640	EQUIV	Cardiomegaly	Cardiomegaly	sdoelken	# good mapping			I-Sub distance

id_signe_34520	HP:0001643	EQUIV	Patent ductus arteriosus	Patent ductus arteriosus	sdoelken	# good mapping			Distance de Levenshtein
id_signe_34520	HP:0001643	EQUIV	Patent ductus arteriosus	Patent ductus arteriosus	sdoelken	# good mapping			I-Sub distance

id_signe_34640	HP:0002647	EQUIV	Aortic dissection	Aortic dissection	sdoelken	# good mapping			Distance de Levenshtein
id_signe_34640	HP:0002647	EQUIV	Aortic dissection	Aortic dissection	sdoelken	# good mapping			I-Sub distance

id_signe_34740	HP:0001195	EQUIV	Single umbilical artery	Single umbilical artery	sdoelken	# good mapping			Distance de Levenshtein
id_signe_34740	HP:0001195	EQUIV	Single umbilical artery	Single umbilical artery	sdoelken	# good mapping			I-Sub distance

id_signe_35240	HP:0002615	EQUIV	Hypotension	Hypotension	sdoelken	# good mapping			Distance de Levenshtein
id_signe_35240	HP:0002615	EQUIV	Hypotension	Hypotension	sdoelken	# good mapping			I-Sub distance

id_signe_36750	HP:0001004	EQUIV	Lymphedema	Lymphedema	sdoelken	# good mapping			Distance de Levenshtein
id_signe_36750	HP:0001004	EQUIV	Lymphedema	Lymphedema	sdoelken	# good mapping			I-Sub distance

id_signe_3720	HP:0000307	EQUIV	Pointed chin	Pointed chin	sdoelken	# good mapping			Distance de Levenshtein
id_signe_3720	HP:0000307	EQUIV	Pointed chin	Pointed chin	sdoelken	# good mapping			I-Sub distance

id_signe_37320	HP:0009741	EQUIV	Nephrosclerosis	Nephrosclerosis	sdoelken	# good mapping			Distance de Levenshtein
id_signe_37320	HP:0009741	EQUIV	Nephrosclerosis	Nephrosclerosis	sdoelken	# good mapping			I-Sub distance

id_signe_3760	HP:0000689	EQUIV	Dental malocclusion	Dental malocclusion	sdoelken	# good mapping			Distance de Levenshtein
id_signe_3760	HP:0000689	EQUIV	Dental malocclusion	Dental malocclusion	sdoelken	# good mapping			I-Sub distance

id_signe_3820	HP:0002006	EQUIV	Facial cleft	Facial cleft	sdoelken	# good mapping			Distance de Levenshtein
id_signe_3820	HP:0002006	EQUIV	Facial cleft	Facial cleft	sdoelken	# good mapping			I-Sub distance

id_signe_38200	HP:0000083	EQUIV	Renal failure	Renal failure	sdoelken	# good mapping			Distance de Levenshtein
id_signe_38200	HP:0000083	EQUIV	Renal failure	Renal failure	sdoelken	# good mapping			I-Sub distance

id_signe_38360	HP:0000100	EQUIV	Nephrotic syndrome	Nephrotic syndrome	sdoelken	# good mapping			Distance de Levenshtein
id_signe_38360	HP:0000100	EQUIV	Nephrotic syndrome	Nephrotic syndrome	sdoelken	# good mapping			I-Sub distance

id_signe_38400	HP:0000093	EQUIV	Proteinuria	Proteinuria	sdoelken	# good mapping			Distance de Levenshtein
id_signe_38400	HP:0000093	EQUIV	Proteinuria	Proteinuria	sdoelken	# good mapping			I-Sub distance

id_signe_39520	HP:0000049	EQUIV	Shawl scrotum	Shawl scrotum	sdoelken	# good mapping			Distance de Levenshtein
id_signe_39520	HP:0000049	EQUIV	Shawl scrotum	Shawl scrotum	sdoelken	# good mapping			I-Sub distance

id_signe_39540	HP:0000048	EQUIV	Bifid scrotum	Bifid scrotum	sdoelken	# good mapping			Distance de Levenshtein
id_signe_39540	HP:0000048	EQUIV	Bifid scrotum	Bifid scrotum	sdoelken	# good mapping			I-Sub distance

id_signe_4040	HP:0000501	EQUIV	Glaucoma	Glaucoma	sdoelken	# good mapping			Distance de Levenshtein
id_signe_4040	HP:0000501	EQUIV	Glaucoma	Glaucoma	sdoelken	# good mapping			I-Sub distance

id_signe_4060	HP:0000557	EQUIV	Buphthalmos	Buphthalmos	sdoelken	# good mapping			Distance de Levenshtein
id_signe_4060	HP:0000557	EQUIV	Buphthalmos	Buphthalmos	sdoelken	# good mapping			I-Sub distance

id_signe_4080	HP:0009914	EQUIV	Cyclopia	Cyclopia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_4080	HP:0009914	EQUIV	Cyclopia	Cyclopia	sdoelken	# good mapping			I-Sub distance

id_signe_41090	HP:0000873	EQUIV	Diabetes insipidus	Diabetes insipidus	sdoelken	# good mapping			Distance de Levenshtein
id_signe_41090	HP:0000873	EQUIV	Diabetes insipidus	Diabetes insipidus	sdoelken	# good mapping			I-Sub distance

id_signe_41150	HP:0000853	EQUIV	Goiter	Goiter	sdoelken	# good mapping			Distance de Levenshtein
id_signe_41150	HP:0000853	EQUIV	Goiter	Goiter	sdoelken	# good mapping			I-Sub distance

id_signe_41570	HP:0000819	EQUIV	Diabetes mellitus	Diabetes mellitus	sdoelken	# good mapping			Distance de Levenshtein
id_signe_41570	HP:0000819	EQUIV	Diabetes mellitus	Diabetes mellitus	sdoelken	# good mapping			I-Sub distance

id_signe_41720	HP:0001943	EQUIV	Hypoglycemia	Hypoglycemia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_41720	HP:0001943	EQUIV	Hypoglycemia	Hypoglycemia	sdoelken	# good mapping			I-Sub distance

id_signe_41750	HP:0000826	EQUIV	Precocious puberty	Precocious puberty	sdoelken	# good mapping			Distance de Levenshtein
id_signe_41750	HP:0000826	EQUIV	Precocious puberty	Precocious puberty	sdoelken	# good mapping			I-Sub distance

id_signe_41840	HP:0000786	EQUIV	Primary amenorrhea	Primary amenorrhea	sdoelken	# good mapping			Distance de Levenshtein
id_signe_41840	HP:0000786	EQUIV	Primary amenorrhea	Primary amenorrhea	sdoelken	# good mapping			I-Sub distance

id_signe_42120	HP:0002435	EQUIV	Meningocele	Meningocele	sdoelken	# good mapping			Distance de Levenshtein
id_signe_42120	HP:0002435	EQUIV	Meningocele	Meningocele	sdoelken	# good mapping			I-Sub distance

id_signe_42150	HP:0002414	EQUIV	Spina bifida	Spina bifida	sdoelken	# good mapping			Distance de Levenshtein
id_signe_42150	HP:0002414	EQUIV	Spina bifida	Spina bifida	sdoelken	# good mapping			I-Sub distance

id_signe_42180	HP:0002475	EQUIV	Myelomeningocele	Meningomyelocele	sdoelken	# good mapping			I-Sub distance

id_signe_4220	HP:0001088	EQUIV	Brushfield spots	Brushfield spots	sdoelken	# good mapping			Distance de Levenshtein
id_signe_4220	HP:0001088	EQUIV	Brushfield spots	Brushfield spots	sdoelken	# good mapping			I-Sub distance

id_signe_42360	HP:0002324	EQUIV	Hydranencephaly	Hydranencephaly	sdoelken	# good mapping			Distance de Levenshtein
id_signe_42360	HP:0002324	EQUIV	Hydranencephaly	Hydranencephaly	sdoelken	# good mapping			I-Sub distance

id_signe_42720	HP:0002132	EQUIV	Porencephaly	Porencephaly	sdoelken	# good mapping			Distance de Levenshtein
id_signe_42720	HP:0002132	EQUIV	Porencephaly	Porencephaly	sdoelken	# good mapping			I-Sub distance

id_signe_42750	HP:0001355	EQUIV	Megalencephaly	Megalencephaly	sdoelken	# good mapping			Distance de Levenshtein
id_signe_42750	HP:0001355	EQUIV	Megalencephaly	Megalencephaly	sdoelken	# good mapping			I-Sub distance

id_signe_42780	HP:0010636	EQUIV	Schizencephaly	Schizencephaly	sdoelken	# good mapping			Distance de Levenshtein
id_signe_42780	HP:0010636	EQUIV	Schizencephaly	Schizencephaly	sdoelken	# good mapping			I-Sub distance

id_signe_43150	HP:0002383	EQUIV	Encephalitis	Encephalitis	sdoelken	# good mapping			Distance de Levenshtein
id_signe_43150	HP:0002383	EQUIV	Encephalitis	Encephalitis	sdoelken	# good mapping			I-Sub distance

id_signe_43240	HP:0001337	EQUIV	Tremor	Tremor	sdoelken	# good mapping			Distance de Levenshtein
id_signe_43240	HP:0001337	EQUIV	Tremor	Tremor	sdoelken	# good mapping			I-Sub distance

id_signe_43580	HP:0000722	EQUIV	Obsessive-compulsive disorder	Obsessive-compulsive disorder	sdoelken	# good mapping			Distance de Levenshtein
id_signe_43580	HP:0000722	EQUIV	Obsessive-compulsive disorder	Obsessive-compulsive disorder	sdoelken	# good mapping			I-Sub distance

id_signe_43600	HP:0002039	EQUIV	Anorexia	Anorexia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_43600	HP:0002039	EQUIV	Anorexia	Anorexia	sdoelken	# good mapping			I-Sub distance

id_signe_4380	HP:0000482	EQUIV	Microcornea	Microcornea	sdoelken	# good mapping			Distance de Levenshtein
id_signe_4380	HP:0000482	EQUIV	Microcornea	Microcornea	sdoelken	# good mapping			I-Sub distance

id_signe_4400	HP:0000485	EQUIV	Megalocornea	Megalocornea	sdoelken	# good mapping			Distance de Levenshtein
id_signe_4400	HP:0000485	EQUIV	Megalocornea	Megalocornea	sdoelken	# good mapping			I-Sub distance

id_signe_44050	HP:0003198	EQUIV	Myopathy	Myopathy	sdoelken	# good mapping			Distance de Levenshtein
id_signe_44050	HP:0003198	EQUIV	Myopathy	Myopathy	sdoelken	# good mapping			I-Sub distance

id_signe_44100	HP:0002486	EQUIV	Myotonia	Myotonia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_44100	HP:0002486	EQUIV	Myotonia	Myotonia	sdoelken	# good mapping			I-Sub distance

id_signe_4440	HP:0000647	EQUIV	Sclerocornea	Sclerocornea	sdoelken	# good mapping			Distance de Levenshtein
id_signe_4440	HP:0000647	EQUIV	Sclerocornea	Sclerocornea	sdoelken	# good mapping			I-Sub distance

id_signe_4500	HP:0001131	EQUIV	Corneal dystrophy	Corneal dystrophy	sdoelken	# good mapping			Distance de Levenshtein
id_signe_4500	HP:0001131	EQUIV	Corneal dystrophy	Corneal dystrophy	sdoelken	# good mapping			I-Sub distance

id_signe_4560	HP:0000592	EQUIV	Blue sclerae	Blue sclerae	sdoelken	# good mapping			Distance de Levenshtein
id_signe_4560	HP:0000592	EQUIV	Blue sclerae	Blue sclerae	sdoelken	# good mapping			I-Sub distance

id_signe_45630	HP:0002653	EQUIV	Bone pain	Bone pain	sdoelken	# good mapping			Distance de Levenshtein
id_signe_45630	HP:0002653	EQUIV	Bone pain	Bone pain	sdoelken	# good mapping			I-Sub distance

id_signe_46480	HP:0003042	EQUIV	Elbow dislocation	Elbow dislocation	sdoelken	# good mapping			Distance de Levenshtein
id_signe_46480	HP:0003042	EQUIV	Elbow dislocation	Elbow dislocation	sdoelken	# good mapping			I-Sub distance

id_signe_46520	HP:0003834	EQUIV	Shoulder dislocation	Shoulder dislocation	sdoelken	# good mapping			Distance de Levenshtein
id_signe_46520	HP:0003834	EQUIV	Shoulder dislocation	Shoulder dislocation	sdoelken	# good mapping			I-Sub distance

id_signe_4680	HP:0000524	EQUIV	Conjunctival telangiectasia	Conjunctival telangiectasia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_4680	HP:0000524	EQUIV	Conjunctival telangiectasia	Conjunctival telangiectasia	sdoelken	# good mapping			I-Sub distance

id_signe_48140	HP:0001878	EQUIV	Hemolytic anemia	Hemolytic anemia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_48140	HP:0001878	EQUIV	Hemolytic anemia	Hemolytic anemia	sdoelken	# good mapping			I-Sub distance

id_signe_48160	HP:0001924	EQUIV	Sideroblastic anemia	Sideroblastic anemia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_48160	HP:0001924	EQUIV	Sideroblastic anemia	Sideroblastic anemia	sdoelken	# good mapping			I-Sub distance

id_signe_48180	HP:0001935	EQUIV	Microcytic anemia	Microcytic anemia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_48180	HP:0001935	EQUIV	Microcytic anemia	Microcytic anemia	sdoelken	# good mapping			I-Sub distance

id_signe_48240	HP:0001897	EQUIV	Normocytic anemia	Normocytic anemia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_48240	HP:0001897	EQUIV	Normocytic anemia	Normocytic anemia	sdoelken	# good mapping			I-Sub distance

id_signe_48260	HP:0001972	EQUIV	Macrocytic anemia	Macrocytic anemia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_48260	HP:0001972	EQUIV	Macrocytic anemia	Macrocytic anemia	sdoelken	# good mapping			I-Sub distance

id_signe_48280	HP:0001889	EQUIV	Megaloblastic anemia	Megaloblastic anemia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_48280	HP:0001889	EQUIV	Megaloblastic anemia	Megaloblastic anemia	sdoelken	# good mapping			I-Sub distance

id_signe_48520	HP:0001888	EQUIV	Lymphopenia	Lymphopenia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_48520	HP:0001888	EQUIV	Lymphopenia	Lymphopenia	sdoelken	# good mapping			I-Sub distance

id_signe_49060	HP:0003228	EQUIV	Hypernatremia	Hypernatremia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_49060	HP:0003228	EQUIV	Hypernatremia	Hypernatremia	sdoelken	# good mapping			I-Sub distance

id_signe_49080	HP:0002902	EQUIV	Hyponatremia	Hyponatremia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_49080	HP:0002902	EQUIV	Hyponatremia	Hyponatremia	sdoelken	# good mapping			I-Sub distance

id_signe_49140	HP:0002900	EQUIV	Hypokalemia	Hypokalemia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_49140	HP:0002900	EQUIV	Hypokalemia	Hypokalemia	sdoelken	# good mapping			I-Sub distance

id_signe_49160	HP:0002153	EQUIV	Hyperkalemia	Hyperkalemia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_49160	HP:0002153	EQUIV	Hyperkalemia	Hyperkalemia	sdoelken	# good mapping			I-Sub distance

id_signe_49220	HP:0003072	EQUIV	Hypercalcemia	Hypercalcemia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_49220	HP:0003072	EQUIV	Hypercalcemia	Hypercalcemia	sdoelken	# good mapping			I-Sub distance

id_signe_49240	HP:0002901	EQUIV	Hypocalcemia	Hypocalcemia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_49240	HP:0002901	EQUIV	Hypocalcemia	Hypocalcemia	sdoelken	# good mapping			I-Sub distance

id_signe_49440	HP:0010471	EQUIV	Oligosacchariduria	Oligosacchariduria	sdoelken	# good mapping			Distance de Levenshtein
id_signe_49440	HP:0010471	EQUIV	Oligosacchariduria	Oligosacchariduria	sdoelken	# good mapping			I-Sub distance

id_signe_49540	HP:0002149	EQUIV	Hyperuricemia	Hyperuricemia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_49540	HP:0002149	EQUIV	Hyperuricemia	Hyperuricemia	sdoelken	# good mapping			I-Sub distance

id_signe_50280	HP:0002884	EQUIV	Hepatoblastoma	Hepatoblastoma	sdoelken	# good mapping			Distance de Levenshtein
id_signe_50280	HP:0002884	EQUIV	Hepatoblastoma	Hepatoblastoma	sdoelken	# good mapping			I-Sub distance

id_signe_50550	HP:0002667	EQUIV	Nephroblastoma/Wilms tumor	Nephroblastoma (Wilms tumor)	sdoelken	# good mapping			Distance de Levenshtein
id_signe_50550	HP:0002667	EQUIV	Nephroblastoma/Wilms tumor	Nephroblastoma (Wilms tumor)	sdoelken	# good mapping			I-Sub distance

id_signe_50730	HP:0009919	EQUIV	Retinoblastoma	Retinoblastoma	sdoelken	# good mapping			Distance de Levenshtein
id_signe_50730	HP:0009919	EQUIV	Retinoblastoma	Retinoblastoma	sdoelken	# good mapping			I-Sub distance

id_signe_50940	HP:0003006	EQUIV	Neuroblastoma	Neuroblastoma	sdoelken	# good mapping			Distance de Levenshtein
id_signe_50940	HP:0003006	EQUIV	Neuroblastoma	Neuroblastoma	sdoelken	# good mapping			I-Sub distance

id_signe_50960	HP:0002885	EQUIV	Medulloblastoma	Medulloblastoma	sdoelken	# good mapping			Distance de Levenshtein
id_signe_50960	HP:0002885	EQUIV	Medulloblastoma	Medulloblastoma	sdoelken	# good mapping			I-Sub distance

id_signe_50970	HP:0002858	EQUIV	Meningioma	Meningioma	sdoelken	# good mapping			Distance de Levenshtein
id_signe_50970	HP:0002858	EQUIV	Meningioma	Meningioma	sdoelken	# good mapping			I-Sub distance

id_signe_51020	HP:0002665	EQUIV	Lymphoma	Lymphoma	sdoelken	# good mapping			Distance de Levenshtein
id_signe_51020	HP:0002665	EQUIV	Lymphoma	Lymphoma	sdoelken	# good mapping			I-Sub distance

id_signe_51060	HP:0002488	EQUIV	Acute leukemia	Acute leukemia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_51060	HP:0002488	EQUIV	Acute leukemia	Acute leukemia	sdoelken	# good mapping			I-Sub distance

id_signe_51090	HP:0006730	EQUIV	Myelodysplastic syndrome	Myelodysplastic syndrome	sdoelken	# good mapping			Distance de Levenshtein
id_signe_51090	HP:0006730	EQUIV	Myelodysplastic syndrome	Myelodysplastic syndrome	sdoelken	# good mapping			I-Sub distance

id_signe_5210	HP:0009594	EQUIV	Retinal hamartoma	Retinal hamartoma	sdoelken	# good mapping			Distance de Levenshtein
id_signe_5210	HP:0009594	EQUIV	Retinal hamartoma	Retinal hamartoma	sdoelken	# good mapping			I-Sub distance

id_signe_5240	HP:0001116	EQUIV	Macular coloboma	Macular coloboma	sdoelken	# good mapping			Distance de Levenshtein
id_signe_5240	HP:0001116	EQUIV	Macular coloboma	Macular coloboma	sdoelken	# good mapping			I-Sub distance

id_signe_5270	HP:0000488	EQUIV	Retinopathy	Retinopathy	sdoelken	# good mapping			Distance de Levenshtein
id_signe_5270	HP:0000488	EQUIV	Retinopathy	Retinopathy	sdoelken	# good mapping			I-Sub distance

id_signe_53300	HP:0000845	EQUIV	Acromegaly	Acromegaly	sdoelken	# good mapping			Distance de Levenshtein
id_signe_53300	HP:0000845	EQUIV	Acromegaly	Acromegaly	sdoelken	# good mapping			I-Sub distance

id_signe_54420	HP:0000980	EQUIV	Pallor	Pallor	sdoelken	# good mapping			Distance de Levenshtein
id_signe_54420	HP:0000980	EQUIV	Pallor	Pallor	sdoelken	# good mapping			I-Sub distance

id_signe_54560	HP:0002045	EQUIV	Hypothermia	Hypothermia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_54560	HP:0002045	EQUIV	Hypothermia	Hypothermia	sdoelken	# good mapping			I-Sub distance

id_signe_54630	HP:0002047	EQUIV	Malignant hyperthermia	Malignant hyperthermia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_54630	HP:0002047	EQUIV	Malignant hyperthermia	Malignant hyperthermia	sdoelken	# good mapping			I-Sub distance

id_signe_55020	HP:0010880	EQUIV	Increased nuchal translucency	Increased nuchal translucency	sdoelken	# good mapping			Distance de Levenshtein
id_signe_55020	HP:0010880	EQUIV	Increased nuchal translucency	Increased nuchal translucency	sdoelken	# good mapping			I-Sub distance

id_signe_55060	HP:0001561	EQUIV	Polyhydramnios	Polyhydramnios	sdoelken	# good mapping			Distance de Levenshtein
id_signe_55060	HP:0001561	EQUIV	Polyhydramnios	Polyhydramnios	sdoelken	# good mapping			I-Sub distance

id_signe_55160	HP:0001789	EQUIV	Hydrops fetalis	Hydrops fetalis	sdoelken	# good mapping			Distance de Levenshtein
id_signe_55160	HP:0001789	EQUIV	Hydrops fetalis	Hydrops fetalis	sdoelken	# good mapping			I-Sub distance

id_signe_55600	HP:0009800	EQUIV	Maternal diabetes	maternal diabetes	sdoelken	# good mapping			Distance de Levenshtein
id_signe_55600	HP:0009800	EQUIV	Maternal diabetes	maternal diabetes	sdoelken	# good mapping			I-Sub distance

id_signe_5600	HP:0000540	EQUIV	Hypermetropia	Hypermetropia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_5600	HP:0000540	EQUIV	Hypermetropia	Hypermetropia	sdoelken	# good mapping			I-Sub distance

id_signe_5630	HP:0000545	EQUIV	Myopia	Myopia	sdoelken	# good mapping			Distance de Levenshtein
id_signe_5630	HP:0000545	EQUIV	Myopia	Myopia	sdoelken	# good mapping			I-Sub distance

id_signe_5660	HP:0000483	EQUIV	Astigmatism	Astigmatism	sdoelken	# good mapping			Distance de Levenshtein
id_signe_5660	HP:0000483	EQUIV	Astigmatism	Astigmatism	sdoelken	# good mapping			I-Sub distance

id_signe_5900	HP:0000639	EQUIV	Nystagmus	Nystagmus	sdoelken	# good mapping			Distance de Levenshtein
id_signe_5900	HP:0000639	EQUIV	Nystagmus	Nystagmus	sdoelken	# good mapping			I-Sub distance

id_signe_7100	HP:0000508	EQUIV	Ptosis	Ptosis	sdoelken	# good mapping			Distance de Levenshtein
id_signe_7100	HP:0000508	EQUIV	Ptosis	Ptosis	sdoelken	# good mapping			I-Sub distance

id_signe_7350	HP:0000626	EQUIV	Puffy eyelids	Puffy eyelids	sdoelken	# good mapping			Distance de Levenshtein
id_signe_7350	HP:0000626	EQUIV	Puffy eyelids	Puffy eyelids	sdoelken	# good mapping			I-Sub distance

id_signe_8120	HP:0000446	EQUIV	Narrow nasal bridge	Narrow nasal bridge	sdoelken	# good mapping			Distance de Levenshtein
