?term	?property	?value	?source_value	?translation	?translation_status
<http://purl.obolibrary.org/obo/HP_0030391>	<http://www.w3.org/2000/01/rdf-schema#label>	"Spoken word recognition deficit"	"Spoken Word Recognition Deficit"	"Déficit de reconocimiento de palabras habladas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_3000079>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal mandibular symphysis morphology"	"Abnormality of mandibular symphysis"	"Anomalía de la sínfisis mandibular"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001760>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal foot morphology"	"Abnormality of the foot"	"Anomalía del pie"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004379>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormality of alkaline phosphatase level"	"Abnormality of alkaline phosphatase activity"	"Anomalía de la actividad de la fosfatasa alcalina"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002699>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal foramen magnum morphology"	"Abnormality of the foramen magnum"	"Anomalía del agujero occipital"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011158>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal sensory seizure with auditory features"	"Focal sensory auditory seizure"	"Auras auditivas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011391>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal inner ear nerve morphology"	"Morphological abnormality of the nerves of the inner ear"	"Anomalía morfológica de los nervios del oído interno"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011155>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Focal autonomic seizures with altered responsiveness"	"Focal autonomic seizures with altered responsiveness"	"Convulsiones autonómicas focales con respuesta alterada"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100712>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal lumbar spine morphology"	"Abnormality of the lumbar spine"	"Anomalía de la columna lumbar"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011043>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating adrenocorticotropin concentration"	"Abnormality of circulating adrenocorticotropin level"	"Alteración del nivel plasmático de adrenocorticotropina"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040073>	<http://www.w3.org/2000/01/rdf-schema#label>	"Obsolete Abnormal forearm bone morphology"	"Abnormal forearm bone morphology"	"Morfología anormal del hueso del antebrazo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009554>	<http://www.w3.org/2000/01/rdf-schema#label>	"Preauricular hair displacement"	"Projection of scalp hair onto lateral cheek"	"Proyección de pelo del cuero cabelludo en el lateral de la mejilla"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005445>	<http://www.w3.org/2000/01/rdf-schema#label>	"Enlarged posterior fossa"	"Widened posterior fossa"	"Fosa posterior ensanchada"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005099>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Severe hydrops fetalis"	"Severe hydrops fetalis"	"Hidropesía fetal grave"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003310>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal odontoid process morphology"	"Abnormality of the odontoid process"	"Anomalía de la apófisis odontoides"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005923>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal hand metaphysis morphology"	"Abnormalities of the metaphyses of the hand"	"Anomalías de las metáfisis de la mano"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008048>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal line of Schwalbe morphology"	"Abnormality of the line of Schwalbe"	"Anomalía de la línea de Schwalbe"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_3000034>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormality nasal septum cartilage morphology"	"Abnormality of cartilage of nasal septum"	"Anomalía del cartílago del tabique nasal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003530>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating glutaric acid concentration"	"Glutaric acidemia"	"Acidemia glutárica"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0041063>	<http://www.w3.org/2000/01/rdf-schema#label>	"Chronic decreased circulating IgG2"	"Chronic decreased cirulating IgG2"	"Disminución crónica de IgG2 circulante"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010715>	<http://www.w3.org/2000/01/rdf-schema#label>	"2-5 toe syndactyly"	"2nd-5th toe syndactyly"	"Sindactilia de dedos 2-5 de los pies"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032695>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Illusory auras"	"Focal cognitive seizure with illusion"	"Convulsión focal cognitiva con ilusión"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030860>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal CSF amyloid concentration"	"Abnormal CSF amyloid level"	"Nivel anormal de amiloide en el LCR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031875>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating hepcidin concentration"	"Abnormal hepcidin level"	"Nivel anormal de hepcidina"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0034435>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal eye contact"	"Abnormal eye contact behavior"	"Comportamiento anormal en el contacto visual"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025057>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal olfactory lobe morphology"@en	"Abnormality of olfactory lobe morphology"	"Morfología anormal del lóbulo olfativo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011071>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal permanent molar morphology"	"Abnormality of permanent molar morphology"	"Anomalía de la morfología molar permanente"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0034728>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating alpha-L-fucosidase activity"	"Abnormal alpha-L-fucosidase activity"	"Actividad anormal de alfa-L-fucosidasa"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006893>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Severely dysplastic cerebellum"	"Severely dysplastic cerebellum"	"Displasia cerebelosa severa"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0033455>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Elevated urinary dicarboxylic acid level"	"Elevated urinary dicarboxylic acid level"	"Nivel elevado de ácido dicarboxílico en orina"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030554>	<http://www.w3.org/2000/01/rdf-schema#label>	"Best corrected visual acuity 0.1 LogMAR"	"Best corrected visual acuity 0,1 LogMAR"	"Mejor agudeza visual corregida 0.1 LogMAR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012336>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Reduced cerebrospinal fluid 5-methyltetrahydrofolate concentration"	"Reduced cerebrospinal fluid 5-methyltetrahydrofolate concentration"	"Disminución de la concentración de 5-metiltetrahidrofolato en líquido cefalorraquídeo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100889>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal ductus choledochus morphology"	"Abnormality of the ductus choledochus"	"Anomalía del colédoco"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011281>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormality of urine catecholamine level"	"Abnormality of urine catecholamine concentration"	"Anomalía en la concentración de catecolaminas en orina"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000008>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal morphology of female internal genitalia"	"Abnormality of female internal genitalia"	"Anomalía de los genitales internos femeninos"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032306>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating mannose-binding protein concentration"	"Increased mannose-binding protein level"	"Aumento del nivel de proteína de unión a manosa"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030339>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased circulating gonadotropin concentration"	"Decreased circulating gonadotropin level"	"Disminución del nivel circulante de gonadotropinas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410242>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating IgG level"	"Abnormal IgG level"	"Nivel de IgG anormal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_5000026>	<http://www.w3.org/2000/01/rdf-schema#label>	"Anti-neurexin-3alpha antibody positivity"	"Anti-neurexin-3alpha antibody"	"Anticuerpo anti-neurexina-3alfa"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032703>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Hallucinatory aura"	"Focal cognitive seizure with hallucination"	"Convulsión focal cognitiva con alucinaciones"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003366>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal femoral neck/head morphology"	"Abnormality of the femoral neck or head region"	"Anomalía de la región del cuello y la cabeza femoral"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030955>	<http://www.w3.org/2000/01/rdf-schema#label>	"Addictive alcohol use"	"Alcoholism"	"Alcoholismo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0500166>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating gastrin concentration"	"Abnormal circulating gastrin level"	"Nivel de gastrina circulante anormal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002308>	<http://www.w3.org/2000/01/rdf-schema#label>	"Chiari malformation"	"Arnold-Chiari malformation"	"Malformación de Arnold-Chiari"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003375>	<http://www.w3.org/2000/01/rdf-schema#label>	"Narrow greater sciatic notch"	"Narrow greater sacrosciatic notches"	"Estrechamiento de las hendiduras sacrociáticas mayores"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010706>	<http://www.w3.org/2000/01/rdf-schema#label>	"1-3 finger syndactyly"	"1st-3rd finger syndactyly"	"Sindactilia de dedos 1-3 de la mano"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011730>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal central sensory function"	"Abnormality of central sensory function"	"Alteración en la función sensorial central"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0033105>	<http://www.w3.org/2000/01/rdf-schema#label>	"Interhypothalamic adhesion"	"Interhypothalamic Adhesion"	"Adhesión interhipotalámica"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011992>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal neutrophil morphology"	"Abnormality of neutrophil morphology"	"Alteración de la morfología de los neutrófilos"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002266>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal clonic seizure"	"Focal clonic seizures"	"Clónicas clónicas focales"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030571>	<http://www.w3.org/2000/01/rdf-schema#label>	"Pinhole visual acuity 0.3 LogMAR"	"Pinhole visual acuity 0,3 LogMAR"	"Agudeza visual estenopeica 0.3 LogMAR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002427>	<http://www.w3.org/2000/01/rdf-schema#label>	"Expressive aphasia"	"Motor aphasia"	"Afasia motora"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000245>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal paranasal sinus morphology"	"Abnormality of the paranasal sinuses"	"Anomalía de los senos"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031420>	<http://www.w3.org/2000/01/rdf-schema#label>	"Small yellow foveal lesion with surrounding gray zone"	"Small yellow foveal lesion with surrounding grey zone"	"Pequeña lesión foveal amarilla con zona gris circundante"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007586>	<http://www.w3.org/2000/01/rdf-schema#label>	"Telangiectases producing 'marbled' skin"	"Telangiectases producing marbled' skin"	"Telangiectasias que dan un aspecto de mármol a la piel"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001252>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hypotonia"	"Muscular hypotonia"	"Hipotonía muscular"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002118>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal cerebral ventricle morphology"	"Abnormality of the cerebral ventricles"	"Anomalía de los ventrículos cerebrales"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009626>	<http://www.w3.org/2000/01/rdf-schema#label>	"Interphalangeal thumb joint contracture"	"Contractures of the interphalangeal joint of the thumb"	"Contracturas de la articulación interfalángica del dedo pulgar"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007404>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nonepidermolytic palmoplantar hyperkeratosis"	"Nonepidermolytic palmoplantar keratoderma"	"Queratoderma palmoplantar no epidermolítico"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008798>	<http://www.w3.org/2000/01/rdf-schema#label>	"Widened greater sciatic notch"	"Widened sacrosciatic notch"	"Ensanchamiento de la hendidura menor sacrociática"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000817>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced eye contact"	"Poor eye contact"	"Pobre contacto visual"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008165>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased helper T cell proportion"	"Decreased proportion circulating T-helper cells"	"Disminución de las células T auxiliares circulantes"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032218>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased proportion of CD4-positive T cells"	"Reduced proportion of CD4 T cells"	"Disminución de la proporción de células T CD4"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011911>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal metacarpophalangeal joint morphology"	"Abnormality of metacarpophalangeal joint"	"Anomalía de la articulación metacarpofalángica"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006069>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Severe carpal ossification delay"	"Severe carpal ossification delay"	"Retraso severo en la osificación del carpo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011976>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated urinary catecholamine level"	"Elevated urinary catecholamines"	"Catecolaminas urinarias elevadas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007576>	<http://www.w3.org/2000/01/rdf-schema#label>	"Palmar neurofibroma"	"Palmar neurofibromas"	"Neurofibromas palmares"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001067>	<http://www.w3.org/2000/01/rdf-schema#label>	"Neurofibroma"	"Neurofibromas"	"Neurofibromas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040072>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal forearm bone morphology"	"Abnormality of forearm bone"	"Anomalía de huesos del antebrazo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002869>	<http://www.w3.org/2000/01/rdf-schema#label>	"Flared iliac wing"	"Flared iliac wings"	"Alas ilíacas en forma de campana"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100852>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal fear-induced behavior"	"Abnormal fear/anxiety-related behavior"	"Comportamiento ansioso/temeroso anormal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009929>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal columella morphology"	"Abnormality of the columella"	"Anomalía de la columela"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010601>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal proximal ulnar epiphysis morphology"	"Abnormality of the proximal ulnar epiphysis"	"Anomalía de la epífisis cubital proximal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040286>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal axial muscle morphology"	"Abnormality of axial muscles"	"Anomalía de los músculos axiales"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010950>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal fourth ventricle morphology"	"Abnormality of the fourth ventricle"	"Anomalía del cuarto ventrículo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0034379>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Vascular granular osmiophilic material deposition"	"Vascular granular osmiophilic material deposition"	"Deposición de material osmiófilo granular vascular"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100767>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal placenta morphology"	"Abnormality of the placenta"	"Anomalía de la placenta"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031432>	<http://www.w3.org/2000/01/rdf-schema#label>	"Restricted or repetitive behaviors or interests"	"Persistent repetition of actions"	"Repetición persistente de acciones"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000782>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal scapula morphology"	"Abnormality of the scapula"	"Anomalía de la escápula"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010991>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal morphology of the abdominal musculature"	"Abnormality of the abdominal musculature"	"Anomalía de la musculatura abdominal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009042>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Marked muscular hypertrophy"	"Marked muscular hypertrophy"	"Hipertrofia muscular marcada"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001459>	<http://www.w3.org/2000/01/rdf-schema#label>	"1-3 toe syndactyly"	"First-third toe syndactyly"	"Sindactilia de dedos 1-3 del pie"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002992>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal tibia morphology"	"Abnormality of tibia morphology"	"Anomalía de la tibia"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025380>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating androstenedione concentration"@en	"Increased serum androstenedione"	"Aumento de la androstenediona sérica"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006315>	<http://www.w3.org/2000/01/rdf-schema#label>	"Solitary median maxillary central incisor"	"Single median maxillary incisor"	"Incisivo superior medial único"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0034434>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal communication"	"Abnormal social communication behavior"	"Comportamiento anormal en la comunicación social"@es	"OFFICIAL"
