?term	?property	?value	?source_value	?translation	?translation_status
<http://purl.obolibrary.org/obo/HP_0009306>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Triangular shaped distal phalanx of the 4th (ring) finger. A triangular or so called delta shaped phalanx is a typical result after a bracket epiphysis of the affected phalanx."	"Triangular shaped distal phalanx of the 4th (ring) finger. A triangular or so called delta shaped phalanx is a typical result after a bracket epiphysis of the affected phalanx"	"4. (yüzük) parmağın üçgen şeklindeki distal falanksı. Üçgen veya denildiği üzre delta şekilli falanks etkilenmiş falanksın parantez epifizi sonrası tipik bir sonucudur"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009969>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Partial duplication of the middle phalanx of middle finger, seen on x-rays as a broad and/or bifid phalanx."	"Partial duplication of the middle phalanx of middle finger, seen on x-rays as a broad and/or bifid phalanx"	"Geniş ve/veya bifid falanks olarak grafilerde görülen orta parmağın orta falanksının kısmi duplikasyonu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032221>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The engulfing of lymphocytes by hepatocytes, which typically occurs in the interface hepatitis area."	"The engulfing of lymphocytes by hepatocytes, which typically occurs in the interface hepatitis area"	"Tipik olarak hepatit arayüz bölgesinde meydana gelen lenfositlerin hepatositler tarafından yutulması"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031490>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A vascular malformation located in the lip that is related to vascular endothelial cell hyperplasia."	"A vascular malformation located in the lip that is related to vascular endothelial cell hyperplasia"	"Vasküler endotelyal hücre hiperplazisi ile ilişkili üst dudakta yer alan vasküler bir malformasyon"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006704>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Any structural abnormality of the coronary arteries."	"Any structural abnormality of the coronary arteries"	"Koroner arterlerin herhangi bir yapısal anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011467>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A developmental defect in which the gallbladder fails to form."	"A developmental defect in which the gallbladder fails to form"	"Safra kesesinin oluşamadığı gelişimsel bir defekt"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030449>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Delivery by means of therapeutic termination of pregnancy. Therapeutic abortion may be done to end a pregnancy if the mother's life is in danger or if the baby has abnormalities involving the major organ systems and is not expected to survive after birth or by choice."	"Delivery by means of therapeutic termination of pregnancy. Therapeutic abortion may be done to end a pregnancy if the mother's life is in danger or if the baby has abnormalities involving the major organ systems and is not expected to survive after birth or by choice"	"Gebeliğin terapötik terminasyonu olarak doğum. Terapötik düşük eğer annenin hayatı tehlikede veya bebek ana organ sistemlerini içieren anormalliklere sahip ve doğum sonrası hayatta kalması beklenmiyor ise veya tercihen bir gebeliği sonlandırmak için yapılabilir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100604>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A tumor (abnormal growth of tissue) of the lip."	"A tumor (abnormal growth of tissue) of the lip"	"Dudağın bir tümörü (anormal doku büyümesi)"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031922>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The renal arteries carry blood from the aorta to the kidney; normally one renal artery is present on each side of the body. Renal artery duplication refers to the presence of two rather than one renal artery on a given side of the body."	"The renal arteries carry blood from the aorta to the kidney; normally one renal artery is present on each side of the body. Renal artery duplication refers to the presence of two rather than one renal artery on a given side of the body"	"Renal arterler aorttan böbreklere kan taşır; normal olarak vücudun her bir tarafında bir renal arter mevcuttur. Renal arter duplikasyonu vücudun bir tarafında tek bir renal arter yerine iki tanenin var olmasına denmektedir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012473>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Wasting of the tongue."	"Wasting of the tongue"	"Dil tükenmesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025507>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A papule with yellow color."	"A papule with yellow color"	"Sarı renkli bir papül"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410258>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An increased number of neutrophils circulating in the blood in the absence of an infection. Factors contributing to neutrophilia could include inflammation or congenital disorders."	"An increased number of neutrophils circulating in the blood in the absence of an infection. Factors contributing to neutrophilia could include inflammation or congenital disorders"	"Bir enfeksiyon yokluğunda kanda dolaşım nötrofillerinin artmış sayısı. Nötrofiliye katkı veren faktörler inflamasyonu veya konjenital hastalıkları içerebilir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000834>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormality of the adrenal glands, i.e., of the endocrine glands located at the top of the kindneys."	"Abnormality of the adrenal glands, i.e., of the endocrine glands located at the top of the kindneys"	"Adrenal bezlerin, yani, böbreklerin üstüne lokalize bezlerin anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010688>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormally reduced level of alkaline phosphatase, placental type in the blood."	"An abnormally reduced level of alkaline phosphatase, placental type in the blood"	"Plasental tip alkalen fosfatazın kanda anormal olarak azalmış seviyesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030322>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Underdevelopment of the vertebral artery."	"Underdevelopment of the vertebral artery"	"Vertebral arterin tam gelişmemesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001913>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormally reduced number of granulocytes in the blood."	"An abnormally reduced number of granulocytes in the blood"	"Kanda anormal bir şekilde azalmış granülosit sayısı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000787>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of calculi (stones) in the kidneys."	"The presence of calculi (stones) in the kidneys"	"Böbreklerde kalküli (taş) varlığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009730>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A benign tumor of striated muscle."	"A benign tumor of striated muscle"	"Çizgili kasın benign bir tümörü"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008216>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormal development of the adrenal gland."	"Abnormal development of the adrenal gland"	"Adrenal bezin anormal gelişimi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031809>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Shortening of the fourth and fifth metacarpals when the fist is clenched."	"Shortening of the fourth and fifth metacarpals when the fist is clenched"	"Yumruk sıkıldığında dördüncü ve beşinci metakarpallerin kısalması"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025094>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A subretinal scar with a disc-like shape in the region of the macula."	"A subretinal scar with a disc-like shape in the region of the macula"	"Makula bölgesinde disk benzeri şekilli bir subretinal skar"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012584>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Two sided hypoplasia of the kidney."	"Two sided hypoplasia of the kidney"	"Böbreğin iki taraflı hipoplazisi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000907>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Wide, concave anterior rib end."	"Wide, concave anterior rib end"	"Geniş, içbükey kaburga ucu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012523>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Reluctance or refusal of a child to be breastfed or eat, manifested as gagging, vomiting, turning head away from food, or avoidance of sensation in or around the mouth (i.e. toothbrushing or face-washing)."	"Reluctance or refusal of a child to be breastfed or eat, manifested as gagging, vomiting, turning head away from food, or avoidance of sensation in or around the mouth (i.e. toothbrushing or face-washing)"	"Öğürme, kusma, başını yemekten uzağa çevirme veya ağız etrafındaki veya içindeki histen kaçınma (örn. diş fırçalama veya yüz yıkama) ile kendini belli eden bir çocuğun emmeyi veya yemek yemeyi istememesi veya reddetmesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002951>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Congenital absence of a part of the vermis of cerebellum."	"Congenital absence of a part of the vermis of cerebellum"	"Serebellum vermisin bir kısmının doğuştan yokluğu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031285>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Any structural anomaly in the areas surrounding the hair follicles."	"Any structural anomaly in the areas surrounding the hair follicles"	"Saç foliküllerini çevreleyen alanlarda herhangi yapısal bir anormallik"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009379>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Rhomboid or triangular shaped 5th (little) finger distal phalanx."	"Rhomboid or triangular shaped 5th (little) finger distal phalanx"	"5. parmağın (küçük) eşkenar dörtgene benzeyen veya üçgen şeklinde distal falanksı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031118>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of bicuspid aortic valvue (BAV) characterized by the presence of a single raphe that extends from the commissure to the free edge of the two underdeveloped, conjoint cusps, resulting in two leaflets of unequal size."	"A type of bicuspid aortic valvue (BAV) characterized by the presence of a single raphe that extends from the commissure to the free edge of the two underdeveloped, conjoint cusps, resulting in two leaflets of unequal size"	"Komissürden eşit olmayan boyutta iki yaprakçık ile sonuçlanan tam gelişmemiş, yapışık iki yaprağın serbest kenarına uzanan tek bir rafe varlığı ile karakterize bir biküspit aortik kapak (BAK) tipi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003457>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormal results of investigations using electromyography (EMG)."	"Abnormal results of investigations using electromyography (EMG)"	"Elektromiyografi (EMG) kullanılarak yapılan incelemelerin anormal sonuçları"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031778>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of cyclophoria (latent strabismus in which the occluded eye wheel-rotates on dissociation.) in which the upper poles of the globes are rotated inward (medially) to each other."	"A type of cyclophoria (latent strabismus in which the occluded eye wheel-rotates on dissociation.) in which the upper poles of the globes are rotated inward (medially) to each other"	"Göz küresinin üst kutuplarının birbirine içe doğru (mediyal olarak) döndüğü bir siklofori tipi (kapalı gözün ayrışmada tekerlek dönüşü yaptığı latent strabismus)"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010523>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An acquired type of sensory aphasia where damage to the brain leads to the loss of the ability to read."	"An acquired type of sensory aphasia where damage to the brain leads to the loss of the ability to read"	"Beyne olan zararın okuma kabiliyeti kaybına yol açtığı kazanılmış duyusal bir afazi tipi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008070>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Reduced density of hairs."	"Reduced density of hairs"	"Azalmış saç yoğunluğu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000544>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Paralysis of the external ocular muscles."	"Paralysis of the external ocular muscles"	"Dış oküler kasların paralizisi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012199>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of headache characterized by repeated attacks of unilateral pain lasting 15 to 180 minutes and associated with local autonomic signs."	"A type of headache characterized by repeated attacks of unilateral pain lasting 15 to 180 minutes and associated with local autonomic signs"	"15 dakikadan 180 dakikaya kadar süren ve lokal otonomik belirtiler ile ilişkili tekrarlayan tek taraflı ağrı atakları ile karakterize bir baş ağrısı tipi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001180>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A developmental defect resulting in the presence of fewer than the normal number of fingers."	"A developmental defect resulting in the presence of fewer than the normal number of fingers"	"Normal parmak sayısından daha az parmak varlığı ile sonuçlanan gelişimsel bir defekt"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001519>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A tall and slim body build with increased arm span to height ratio (>1.05) and a reduced upper-to-lower segment ratio (<0.85), i.e., unusually long arms and legs. The extremities as well as the hands and feet are unusually slim."	"A tall and slim body build with increased arm span to height ratio (>1.05) and a reduced upper-to-lower segment ratio (<0.85), i.e., unusually long arms and legs. The extremities as well as the hands and feet are unusually slim"	"Artmış kulaç-boy oranını (>1.05) ve azalmış üst ve alt segment oranı (<0.85) ile birlikte olan uzun ve ince vücut yapısı, alışılmışın dışında uzun kol ve bacaklar. Ekstremiteler gibi el ve ayaklar da alışılmışın dışında incedir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031899>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Any deviation from the activity of coagulation factor V."	"Any deviation from the activity of coagulation factor V"	"Koagülasyon faktör V aktivitesinden herhangi bir sapma"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012536>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of circulating autoantibodies to anticardiolipin in the mother."	"The presence of circulating autoantibodies to anticardiolipin in the mother"	"Annede antikardiyolipine karşı olan antikorların dolaşımda varlığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012273>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An increase in the combined thickness of the intima and media of the carotid artery."	"An increase in the combined thickness of the intima and media of the carotid artery"	"Karotis arter intimanın ve medianın bileşik kalınlığında bir artış"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012695>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A reduction in the quantity of space occupied by the thalamus."	"A reduction in the quantity of space occupied by the thalamus"	"Talamus tarafından işgal edilen boşluğun miktarında bir azalma"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002557>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Underdevelopment of the nipple."	"Underdevelopment of the nipple"	"Meme ucunun tam gelişmemesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012499>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A separation of the layers within the wall of the descending aorta. Tears in the intimal layer result in the propagation of dissection (proximally or distally) secondary to blood entering the intima-media space."	"A separation of the layers within the wall of the descending aorta. Tears in the intimal layer result in the propagation of dissection (proximally or distally) secondary to blood entering the intima-media space"	"İnen aortun duvarı içindeki katmanların ayrılması. İntimal katmandaki yırtık kanın intima-media boşluğuna girmesine ikincil olarak diseksiyonun yayılması ile (proksimal veya distal olarak) sonuçlanır"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030724>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A fluid-filled sac (cyst) located within the central nervous system."	"A fluid-filled sac (cyst) located within the central nervous system"	"Merkezi sinir sistemi içinde lokalize sıvı dolu bir kese (kist)"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002385>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Weakness or partial paralysis in the lower limbs."	"Weakness or partial paralysis in the lower limbs"	"Alt ekstremitelerde zayıflık veya kısmi felç"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031496>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Mucin-producing and septated cyst-forming epithelial neoplasia of the pancreas with a distinctive ovarian-type stroma."	"Mucin-producing and septated cyst-forming epithelial neoplasia of the pancreas with a distinctive ovarian-type stroma"	"Pankreasın ayırt edici ovaryan tipi stromalı, müsin üreten ve septalı kist oluşturan epitelyal neoplazisi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011735>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Adrenal insufficiency secondary to a defect in ACTH production."	"Adrenal insufficiency secondary to a defect in ACTH production"	"ACTH üretimindeki bir kusurdan ötürü adrenal yetmezlik"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031097>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Any deviation from the normal amount of the thyroid-stimulating hormone (TSH), which is produced by the anterior pituitary gland and stimulates the function of the thyroid gland."	"Any deviation from the normal amount of the thyroid-stimulating hormone (TSH), which is produced by the anterior pituitary gland and stimulates the function of the thyroid gland"	"Ön pitüiter bez tarafından üretilen ve tiroid bezin fonksiyonunu uyaran tiroid stimüle edici hormonun (TSH) normal miktarından herhangi bir sapma"@tr	"OFFICIAL"
