?term	?property	?value	?source_value	?translation	?translation_status
<http://purl.obolibrary.org/obo/HP_0008335>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Renal aminoaciduria"	"Renal aminoaciduria"	"Aminoacidurie rénale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011227>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating C-reactive protein concentration"	"Elevated C-reactive protein level"	"Protéine C réactive élevée"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_3000036>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal head blood vessel morphology"	"Abnormality of head blood vessel"	"Anomalie du vaisseau sanguin de la tête"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030345>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating luteinizing hormone concentration"	"Abnormal circulating luteinizing hormone level"	"Taux plasmatique anormal d'hormone lutéinisante (LH)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002922>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased CSF protein concentration"	"Increased CSF protein"	"Protéinorachie augmentée"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011789>	<http://www.w3.org/2000/01/rdf-schema#label>	"Impaired sensitivity to thyroid stimulating hormone"	"Thyroid-stimulating hormone receptor defect"	"Récepteur de la TSH déficitaire"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025364>	<http://www.w3.org/2000/01/rdf-schema#label>	"Glomerular extracapillary hypercellularity"@en	"Extracapillary hypercellularity"	"Hypercellularité extracapillaire"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004369>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased circulating purine concentration"	"Decreased purine level"	"Baisse des taux de purine"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005948>	<http://www.w3.org/2000/01/rdf-schema#label>	"Multiple pulmonary cysts"	"Cystic lung disease"	"Maladie kystique du poumon"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002383>	<http://www.w3.org/2000/01/rdf-schema#label>	"Infectious encephalitis"	"Encephalitis"	"Encéphalite"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025437>	<http://www.w3.org/2000/01/rdf-schema#label>	"Macrozoospermia"@en	"Macrocephalic sperm head"	"Macrocéphalie du spermatozoïde"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000413>	<http://www.w3.org/2000/01/rdf-schema#label>	"Aplasie/hypoplasie du conduit auditif externe"@fr	"Atresia of the external auditory canal"	"Atrésie du canal auditif externe"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001469>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal morphology of the pelvis musculature"	"Abnormality of the musculature of the pelvis"	"Anomalie de la musculature du pelvis"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003528>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating calcitonin concentration"	"Elevated calcitonin"	"Calcitonine élevée"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012808>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal nasal base norphology"	"Abnormal nasal base"	"Base nasale anormale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0200095>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Anterior open bite"	"Anterior open bite"	"Béance occlusale antérieure"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040203>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal CSF neopterin concentration"	"Abnormal CSF neopterin level"	"Taux anormal dans le LCR de néoptérine"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030349>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased circulating androgen concentration"	"Decreased circulating androgen level"	"Diminution du taux d'androgènes plasmatique"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005268>	<http://www.w3.org/2000/01/rdf-schema#label>	"Miscarriage"	"Spontaneous abortion"	"Risque accru d'avortement spontané"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005162>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal left ventricular function"	"Left ventricular dysfunction"	"Fonction altérée du ventricule gauche"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025456>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal CSF protein concentration"@en	"Abnormal CSF protein level"	"Taux de protéines anormal dans le LCR"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031213>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating 17-hydroxyprogesterone concentration"	"Elevated circulating 17-hydroxyprogesterone"	"Augmentation de la 17-hydroxyprogestérone dans la circulation"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040040>	<http://www.w3.org/2000/01/rdf-schema#label>	"Toenail onycholysis"	"Onycholysis of toenails"	"Onycholyse des ongles des pieds"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410240>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating IgA level"	"Abnormal IgA level"	"Taux d'IgA anormal"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012575>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal nephron morphology"	"Abnormality of the nephron"	"Anomalie du néphron"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410205>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating nicotinurate concentration"	"Abnormal circulating nicotinurate level"	"Taux de nicotinurate circulant anormal"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010993>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal cerebral subcortex morphology"	"Abnormality of the cerebral subcortex"	"Anomalie du sous-cortex cérébral"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010457>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Widening of the sacrosciatic notch"	"Widening of the sacrosciatic notch"	"élargissement des incisures sacro-iliaques"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008775>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal prostate morphology"	"Abnormality of the prostate"	"Anomalie de la prostate"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005484>	<http://www.w3.org/2000/01/rdf-schema#label>	"Secondary microcephaly"	"Postnatal microcephaly"	"Microcéphalie post-natale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002427>	<http://www.w3.org/2000/01/rdf-schema#label>	"Expressive aphasia"	"Motor aphasia"	"Aphasie motrice"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003677>	<http://www.w3.org/2000/01/rdf-schema#label>	"Slowly progressive"	"Slow progression"	"Progression lente"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031354>	<http://www.w3.org/2000/01/rdf-schema#label>	"Sleep onset insomnia"	"Sleep onset Insomnia"	"Début du sommeil Insomnie"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030784>	<http://www.w3.org/2000/01/rdf-schema#label>	"Anomic aphasia"	"Anomia"	"Anomie"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410174>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating troponin T concentration"	"Increased troponin T level in blood"	"Augmentation du taux de troponine T dans le sang"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040214>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating insulin concentration"	"Abnormal insulin level"	"Taux d'insuline anormal"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010818>	<http://www.w3.org/2000/01/rdf-schema#label>	"Generalized tonic seizure"	"Generalized tonic seizures"	"Crises comitiales toniques généralisées"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030814>	<http://www.w3.org/2000/01/rdf-schema#label>	"Orange discolored tonsils"	"Orange discoloured tonsils"	"Amygdales de couleur orange"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002733>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal lymph node morphology"	"Abnormality of the lymph nodes"	"Anomalie des ganglions lymphatiques"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011027>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal fallopian tube morphology"	"Abnormality of the fallopian tube"	"Anomalie des trompes de Fallope"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011931>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal cerebellar peduncle morphology"	"Abnormality of the cerebellar peduncle"	"Anomalie du pédoncule cérébelleux"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001452>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Autosomal dominant contiguous gene syndrome"	"Autosomal dominant contiguous gene syndrome"	"Syndrome du gène contigu autosomique dominant"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002869>	<http://www.w3.org/2000/01/rdf-schema#label>	"Flared iliac wing"	"Flared iliac wings"	"Ailes iliaques évasées"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000058>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal labia morphology"	"Abnormality of the labia"	"Anomalie des lèvres de la vulve"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040123>	<http://www.w3.org/2000/01/rdf-schema#label>	"Impairment of the reflex of the tensor tympani muscle"	"Impairment of the reflex of the tensor tympanii muscle"	"Altération du reflexe tympanique (réflexe du muscle tenseur du tympan)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410007>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Abnormality of cartilage morphology"	"Abnormality of cartilage morphology"	"Anomalie de la morphologie du cartilage"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011043>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating adrenocorticotropin concentration"	"Abnormality of circulating adrenocorticotropin level"	"Anomalie du taux d'adrénocorticotropine (ACTH) circulante"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005186>	<http://www.w3.org/2000/01/rdf-schema#label>	"Synovial lining hyperplasia"	"Synovial hypertrophy"	"Hypertrophie synoviale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001780>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal toe morphology"	"Abnormality of toe"	"Anomalie des orteils"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010394>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal morphology of the proximal phalanx of the 5th toe"	"Abnormality of the proximal phalanx of the 5th toe"	"Anomalie de la première phalange du cinquième orteil"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031800>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating apolipoprotein A-II concentration"	"Elevated apolipoprotein A-II level"	"Taux élevé d'apolipoprotéine A-II"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010353>	<http://www.w3.org/2000/01/rdf-schema#label>	"Second toe symphalangism"	"Symphalangism affecting the phalanges of the 2nd toe"	"Symphalangisme affectant les phalanges du deuxième orteil"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025363>	<http://www.w3.org/2000/01/rdf-schema#label>	"Glomerular endocapillary hypercellularity"@en	"Endocapillary hypercellularity"	"Hypercellularité endocapillaire"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011451>	<http://www.w3.org/2000/01/rdf-schema#label>	"Primary microcephaly"	"Congenital microcephaly"	"Microcéphalie congénitale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005531>	<http://www.w3.org/2000/01/rdf-schema#label>	"Biphenotypic acute leukemia"	"Biphenotypic acute leukaemia"	"Leucémie aiguë biphénotypique"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006069>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Severe carpal ossification delay"	"Severe carpal ossification delay"	"Sévère retard d'ossification des os du carpe"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002266>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal clonic seizure"	"Focal clonic seizures"	"Crises comitiales focales cloniques"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032036>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced contrast sensitivity"	"Abnormal contrast sensitivity"	"Sensibilité au contraste anormale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410305>	<http://www.w3.org/2000/01/rdf-schema#label>	"Partial absence of specific antibody response to Haemophilus influenzae type b (Hib) vaccine"	"Partial absence of specific antibody response to Haemophilus H type B vaccine"	"Absence partielle de réponse spécifique des anticorps au vaccin contre l'Haemophilus H type B"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006499>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal femoral epiphysis morphology"	"Abnormality of femoral epiphysis"	"Anomalie des épiphyses fémorales"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031698>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Disseminated Bacillus Calmette-Guerin infection"	"Disseminated Bacillus Calmette-Guerin infection"	"Infection disséminée à Bacillus Calmette-Guerin (BCG)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003281>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating ferritin concentration"	"Increased serum ferritin"	"Ferritinémie augmentée"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011167>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal tonic seizure"	"Focal tonic seizures"	"Crises focales toniques"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001954>	<http://www.w3.org/2000/01/rdf-schema#label>	"Recurrent fever"	"Episodic fever"	"Fièvre épisodique sévère"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010991>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal morphology of the abdominal musculature"	"Abnormality of the abdominal musculature"	"Anomalie de la musculature abdominale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003261>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating IgA level"	"Increased IgA level"	"Taux d'IgA augmenté"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410195>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased uridine diphosphate glucose-4-epimerase level in plasma"	"Decreased uridine diphosphate glucose-4-epimerase activity in plasma"	"Diminution de l'activité uridine diphosphate glucose-4-épimérase dans le plasma"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011040>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal intrahepatic bile duct morphology"	"Abnormality of the intrahepatic bile duct"	"Anomalie du canal biliaire intrahépatique"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410167>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal morphology of the chest musculature"	"Abnormality of the chest musculature"	"Anomalie de la musculature thoracique"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011409>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal placental membrane morphology"	"Abnormality of placental membranes"	"Anomalie des membranes placentaires"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005671>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bilateral intracerebral calcifications"	"Bilateral intracranial calcifications"	"Calcifications intracrâniennes bilatérales"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011172>	<http://www.w3.org/2000/01/rdf-schema#label>	"Complex febrile seizure"	"Complex febrile seizures"	"Convulsions fébriles complexes"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012703>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal subarachnoid space morphology"	"Abnormality of the subarachnoid space"	"Anomalie de l'espace sous-arachnoïdien"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001425>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Heterogeneous"	"Heterogeneous"	"Hétérogène"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005579>	<http://www.w3.org/2000/01/rdf-schema#label>	"Impaired renal ltubular reabsorption of chloride"	"Impaired reabsorption of chloride"	"Réabsorption du chlore altérée"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011730>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal central sensory function"	"Abnormality of central sensory function"	"anomalie de la fonction sensorielle centrale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012639>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal nervous system morphology"	"Abnormality of nervous system morphology"	"Anomalie de la morphologie du système nerveux"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100950>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased 3-hydroxyacyl-CoA dehydrogenase level"	"Decreased activity of 3-hydroxyacyl-CoA dehydrogenase"	"Déficit en 3-hydroxyacyl-CoA déshydrogénase (des acides gras à chaîne longue)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008202>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced circulating prolactin concentration"	"Prolactin deficiency"	"Déficit en prolactine"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025433>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased lecithin cholesterol acyl transferase level"@en	"Decreased lecithin cholesterol acyl transferase activity"	"Diminution de l'activité de la lécithine cholestérol acyl transférase"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031901>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated total serum tryptase"	"Increased serum mast cell beta-tryptase concentration"	"Augmentation de la concentration de bêta-tryptase sérique des mastocytes"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030873>	<http://www.w3.org/2000/01/rdf-schema#label>	"Anti-centromere antibody positivity"	"Anticentromere antibody positivity"	"Anticorps anticentromères positifs"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000932>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal posterior cranial fossa morphology"	"Abnormality of the posterior cranial fossa"	"Anomalies congénitales de la fosse postérieure du crâne"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002373>	<http://www.w3.org/2000/01/rdf-schema#label>	"Febrile seizure (within the age range of 3 months to 6 years)"	"Febrile seizures"	"Convulsions fébriles"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011164>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Vegetative auras"	"Vegetative auras"	"Auras végétatives"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031945>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating N,N-dimethylglycine concentration"	"Elevated N,N-dimethylglycine level"	"Taux élevé de N,N-diméthylglycine"@fr	"OFFICIAL"
